Type [validation category](max length)                TableName.ColumnName
string? (50)                                          Import_ETIM_ProductFeature.ETIM_UnitCode
string? (50)                                          Import_ETIM_ProductFeature.ETIM_ValueCode
bool                                                  Import_ETIM_ProductFeature.Sys_Deactivated
bool                                                  Import_ETIM_ProductFeature.Sys_Historic
bool                                                  Import_ETIM_ProductFeature.Sys_Incomplete
string? (255)                                         Import_ETIM_ProductFeature.UnitText
string? (255)                                         Import_ETIM_ProductFeature.Value
string? (255)                                         Import_ETIM_ProductFeature.ValueText
bool                                                  Import_ETIM_ProductFeature.Ext_Sys_Deactivated
string                                                Import_ETIM_ProductFeature.Ext_ExternalId
string                                                Import_ETIM_ProductFeature.Ext_In_Error_MsgNO
string                                                Import_ETIM_ProductFeature.Ext_In_Error_MsgEN
string                                                Import_ETIM_ProductFeature.Ext_In_Error_TraceId
string                                                Import_ETIM_ProductFeature.Ext_In_Error_TechDetail
string                                                Import_ETIM_ProductFeature.Ext_In_Error_FixLink
bool                                                  Import_ETIM_ProductFeature.Ext_In_Error_SetOK
DateTime                                              Import_ETIM_ProductFeature.Ext_In_LastSyncUTC
string                                                Import_ETIM_ProductFeature.Ext_Out_Error_MsgNO
string                                                Import_ETIM_ProductFeature.Ext_Out_Error_MsgEN
string                                                Import_ETIM_ProductFeature.Ext_Out_Error_TraceId
string                                                Import_ETIM_ProductFeature.Ext_Out_Error_TechDetail
string                                                Import_ETIM_ProductFeature.Ext_Out_Error_FixLink
bool                                                  Import_ETIM_ProductFeature.Ext_Out_Error_SetOK
DateTime                                              Import_ETIM_ProductFeature.Ext_Out_LastSyncUTC
--> ExternalSystemImport_ETIM_ProductFeature[]        Import_ETIM_ProductFeature.ExternalSystemImport_ETIM_ProductFeatures
short                                                 ImportFile.ImportFileId
bool                                                  ImportFile.AutoImport
string? (255)                                         ImportFile.AzureBlobIdExt
DateTime?                                             ImportFile.DownloadedDateTimeUTC
DateTime?                                             ImportFile.ImportedDateTimeUTC
string?                                               ImportFile.ImportMessage
string? (50)                                          ImportFile.LocalHashCode
byte                                                  ImportFile.RemainingDownloadTryCount
byte                                                  ImportFile.RemainingImportTryCount
bool                                                  ImportFile.SourceAutoDeleteAfterImport
DateTime?                                             ImportFile.SourceDeletedDateTimeUTC
string? (255)                                         ImportFile.SourceFileName
long?                                                 ImportFile.SourceFileSize
string? (50)                                          ImportFile.SourceHashCode
DateTime?                                             ImportFile.SourceLastUpdatedUTC
short                                                 ImportFile.SupplierIndustryTypeFtpInfoId
bool                                                  ImportFile.Sys_Deactivated
bool                                                  ImportFile.Sys_Historic
bool                                                  ImportFile.Sys_Incomplete
ImportFormatEnum                                      ImportFile.Enum_ImportFormatId
ImportStatusEnum                                      ImportFile.Enum_ImportStatusId
ImportTypeEnum                                        ImportFile.Enum_ImportTypeId
short                                                 ImportFile2.ImportFile2Id
string?                                               ImportFile2.SupplierIndustryTypeIdExternal
DateTime?                                             ImportFile2.LastStatusChangeUTC
string? (50)                                          ImportFile2.LocalHashCode
string? (255)                                         ImportFile2.SourceFileName
long?                                                 ImportFile2.SourceFileSize
bool                                                  ImportFile2.SourceFromLocalDisk
string?                                               ImportFile2.StatusMessage
short                                                 ImportFile2.SupplierIndustryTypeId
bool                                                  ImportFile2.Sys_Deactivated
bool                                                  ImportFile2.Sys_Historic
bool                                                  ImportFile2.Sys_Incomplete
ImportFormatEnum                                      ImportFile2.Enum_ImportFormatId
ImportStatusEnum                                      ImportFile2.Enum_ImportStatusId
ImportTypeEnum                                        ImportFile2.Enum_ImportTypeId
byte                                                  IndexRateGroup.IndexRateGroupId
string?                                               IndexRateGroup.IndexRateGroupIdExternal
string [MultilineText](50)                            IndexRateGroup.Description
decimal?                                              IndexRateGroup.IndexRate
short                                                 IndexRateGroup.Number
bool                                                  IndexRateGroup.Sys_Deactivated
bool                                                  IndexRateGroup.Sys_Historic
bool                                                  IndexRateGroup.Sys_Incomplete
bool                                                  IndexRateGroup.Ext_Sys_Deactivated
string                                                IndexRateGroup.Ext_ExternalId
string                                                IndexRateGroup.Ext_In_Error_MsgNO
string                                                IndexRateGroup.Ext_In_Error_MsgEN
string                                                IndexRateGroup.Ext_In_Error_TraceId
string                                                IndexRateGroup.Ext_In_Error_TechDetail
string                                                IndexRateGroup.Ext_In_Error_FixLink
bool                                                  IndexRateGroup.Ext_In_Error_SetOK
DateTime                                              IndexRateGroup.Ext_In_LastSyncUTC
string                                                IndexRateGroup.Ext_Out_Error_MsgNO
string                                                IndexRateGroup.Ext_Out_Error_MsgEN
string                                                IndexRateGroup.Ext_Out_Error_TraceId
string                                                IndexRateGroup.Ext_Out_Error_TechDetail
string                                                IndexRateGroup.Ext_Out_Error_FixLink
bool                                                  IndexRateGroup.Ext_Out_Error_SetOK
DateTime                                              IndexRateGroup.Ext_Out_LastSyncUTC
--> ExternalSystemIndexRateGroup[]                    IndexRateGroup.ExternalSystemIndexRateGroups
byte                                                  IndustryType.IndustryTypeId
string?                                               IndustryType.IndustryTypeIdExternal
string [MultilineText](100)                           IndustryType.Description
byte?                                                 IndustryType.IndustryTypeNumber
bool                                                  IndustryType.Sys_Deactivated
bool                                                  IndustryType.Sys_Historic
bool                                                  IndustryType.Sys_Incomplete
BoligmappaIndustryTypeEnum                            IndustryType.Enum_BoligmappaIndustryTypeId
IndustryTypeEnum                                      IndustryType.Enum_IndustryTypeId
bool                                                  IndustryType.Ext_Sys_Deactivated
string                                                IndustryType.Ext_ExternalId
string                                                IndustryType.Ext_In_Error_MsgNO
string                                                IndustryType.Ext_In_Error_MsgEN
string                                                IndustryType.Ext_In_Error_TraceId
string                                                IndustryType.Ext_In_Error_TechDetail
string                                                IndustryType.Ext_In_Error_FixLink
bool                                                  IndustryType.Ext_In_Error_SetOK
DateTime                                              IndustryType.Ext_In_LastSyncUTC
string                                                IndustryType.Ext_Out_Error_MsgNO
string                                                IndustryType.Ext_Out_Error_MsgEN
string                                                IndustryType.Ext_Out_Error_TraceId
string                                                IndustryType.Ext_Out_Error_TechDetail
string                                                IndustryType.Ext_Out_Error_FixLink
bool                                                  IndustryType.Ext_Out_Error_SetOK
DateTime                                              IndustryType.Ext_Out_LastSyncUTC
--> ExternalSystemIndustryType[]                      IndustryType.ExternalSystemIndustryTypes
int                                                   IntegrationBlackList.IntegrationBlackListId
long                                                  IntegrationBlackList.EntityId
DateTime?                                             IntegrationBlackList.ExpiresUTC
string?                                               IntegrationBlackList.Message
bool                                                  IntegrationBlackList.Sys_Deactivated
bool                                                  IntegrationBlackList.Sys_Historic
bool                                                  IntegrationBlackList.Sys_Incomplete
string (50)                                           IntegrationBlackList.TableName
int                                                   IntegrationStatus.IntegrationStatusId
string?                                               IntegrationStatus.AssignmentIdExternal
int?                                                  IntegrationStatus.AssignmentId
int                                                   IntegrationStatus.AttemptCount
short                                                 IntegrationStatus.AttemptsLeft
string? (200)                                         IntegrationStatus.ExternalEditURL
string? (50)                                          IntegrationStatus.ExternalId
string? (50)                                          IntegrationStatus.ExternalIdText
string? (100)                                         IntegrationStatus.ExternalTraceId
string? (100)                                         IntegrationStatus.FieldName
string? (50)                                          IntegrationStatus.GroupId
string? (200)                                         IntegrationStatus.InternalEditURL
string? (50)                                          IntegrationStatus.InternalIdText
string (50)                                           IntegrationStatus.Operation
string?                                               IntegrationStatus.RawMessage
bool                                                  IntegrationStatus.RetryRequested
long?                                                 IntegrationStatus.RowId
long?                                                 IntegrationStatus.RowId2
bool                                                  IntegrationStatus.Sys_Historic
string? (50)                                          IntegrationStatus.TableName
string?                                               IntegrationStatus.TechnicalMessage
string? (200)                                         IntegrationStatus.TextId
string? (100)                                         IntegrationStatus.TraceId
string? [MultilineText](100)                          IntegrationStatus.UserComment
bool                                                  IntegrationStatus.UserOk
int                                                   IntegrationStatus_Incoming.IntegrationStatus_IncomingId
string?                                               IntegrationStatus_Incoming.AssignmentIdExternal
int?                                                  IntegrationStatus_Incoming.AssignmentId
string? (200)                                         IntegrationStatus_Incoming.ExternalEditURL
string? (50)                                          IntegrationStatus_Incoming.ExternalId
string? (50)                                          IntegrationStatus_Incoming.ExternalIdText
short?                                                IntegrationStatus_Incoming.ExternalSystemId
string? (100)                                         IntegrationStatus_Incoming.ExternalTraceId
string? (100)                                         IntegrationStatus_Incoming.FieldName
string? (50)                                          IntegrationStatus_Incoming.GroupId
short?                                                IntegrationStatus_Incoming.IntegratorId
string? (200)                                         IntegrationStatus_Incoming.InternalEditURL
string? (50)                                          IntegrationStatus_Incoming.InternalIdText
string (50)                                           IntegrationStatus_Incoming.Operation
string?                                               IntegrationStatus_Incoming.RawMessage
long?                                                 IntegrationStatus_Incoming.RowId
long?                                                 IntegrationStatus_Incoming.RowId2
bool                                                  IntegrationStatus_Incoming.Sys_Deactivated
bool                                                  IntegrationStatus_Incoming.Sys_Historic
bool                                                  IntegrationStatus_Incoming.Sys_Incomplete
string? (50)                                          IntegrationStatus_Incoming.TableName
string?                                               IntegrationStatus_Incoming.TechnicalMessage
string? (200)                                         IntegrationStatus_Incoming.TextId
string? (100)                                         IntegrationStatus_Incoming.TraceId
RowStateEnum?                                         IntegrationStatus_Incoming.Next_Enum_RowStateId
short                                                 Integrator.IntegratorId
string (50)                                           Integrator.IntegratorIdText
bool                                                  Integrator.Sys_Deactivated
bool                                                  Integrator.Sys_Historic
bool                                                  Integrator.Sys_Incomplete
int                                                   Invoice.InvoiceId
string?                                               Invoice.InvoiceIdExternal
string?                                               Invoice.AssignmentIdExternal
string?                                               Invoice.CustomerIdExternal
string?                                               Invoice.DebtorCustomerIdExternal
string?                                               Invoice.DepartmentIdExternal
string?                                               Invoice.InvoiceLayoutIdExternal
string?                                               Invoice.MasterInvoiceIdExternal
string?                                               Invoice.ParentInvoiceIdExternal
string?                                               Invoice.PaymentTermIdExternal
string?                                               Invoice.ProjectIdExternal
int?                                                  Invoice.AssignmentId
bool                                                  Invoice.AttachServiceListAsPDF
bool                                                  Invoice.AttachServiceListIsWorkTimeOnly
int                                                   Invoice.CustomerId
string? (200)                                         Invoice.CustomerReference
int?                                                  Invoice.DebtorCustomerId
short?                                                Invoice.DepartmentId
DateTime?                                             Invoice.DueDate
string? (200)                                         Invoice.ExternalReference
decimal?                                              Invoice.GrossAmount
string? (200)                                         Invoice.InternalReference
string? [MultilineText]                               Invoice.InvoiceComment
DateTime?                                             Invoice.InvoiceDate
DateTime?                                             Invoice.InvoicedUTC
int?                                                  Invoice.InvoiceLayoutId
int?                                                  Invoice.InvoiceNumber
bool                                                  Invoice.IsCreditNote
bool                                                  Invoice.IsFinalInvoice
bool                                                  Invoice.IsMasterInvoice
int?                                                  Invoice.MasterInvoiceId
int?                                                  Invoice.MasterInvoiceSortOrder
decimal?                                              Invoice.NetAmount
int?                                                  Invoice.ParentInvoiceId
byte?                                                 Invoice.PaymentTermId
int?                                                  Invoice.ProjectId
DateTime?                                             Invoice.RegisteredUTC
decimal?                                              Invoice.RemainingAmount
string?                                               Invoice.ROTApartmentNo
string?                                               Invoice.ROTBrfOrgNo
bool?                                                 Invoice.ROTInvoice
string?                                               Invoice.ROTPropertyNo
DateTime?                                             Invoice.SentUTC
bool                                                  Invoice.Sys_Deactivated
bool                                                  Invoice.Sys_FinalPostProcessDone
bool                                                  Invoice.Sys_Historic
bool                                                  Invoice.Sys_Incomplete
DateTime?                                             Invoice.Sys_InvoiceDatePrevious
bool                                                  Invoice.Sys_PostProcessNeeded
bool                                                  Invoice.Sys_ResetSkipOnNextWhenInvoiced
DateTime?                                             Invoice.TransferredUTC
bool                                                  Invoice.VATFree
InvoiceStatusEnum                                     Invoice.Enum_InvoiceStatusId
bool                                                  Invoice.Ext_Sys_Deactivated
string                                                Invoice.Ext_ExternalId
string                                                Invoice.Ext_In_Error_MsgNO
string                                                Invoice.Ext_In_Error_MsgEN
string                                                Invoice.Ext_In_Error_TraceId
string                                                Invoice.Ext_In_Error_TechDetail
string                                                Invoice.Ext_In_Error_FixLink
bool                                                  Invoice.Ext_In_Error_SetOK
DateTime                                              Invoice.Ext_In_LastSyncUTC
string                                                Invoice.Ext_Out_Error_MsgNO
string                                                Invoice.Ext_Out_Error_MsgEN
string                                                Invoice.Ext_Out_Error_TraceId
string                                                Invoice.Ext_Out_Error_TechDetail
string                                                Invoice.Ext_Out_Error_FixLink
bool                                                  Invoice.Ext_Out_Error_SetOK
DateTime                                              Invoice.Ext_Out_LastSyncUTC
--> ExternalSystemInvoice[]                           Invoice.ExternalSystemInvoices
--> InvoiceAttachment[]                               Invoice.InvoiceAttachments
--> InvoiceLine[]                                     Invoice.InvoiceLines
--> ROTCustomerInformation[]                          Invoice.ROTCustomerInformations
int                                                   InvoiceAttachment.InvoiceAttachmentId
string?                                               InvoiceAttachment.AttachmentIdExternal
string?                                               InvoiceAttachment.InvoiceIdExternal
int                                                   InvoiceAttachment.AttachmentId
bool                                                  InvoiceAttachment.Sys_Deactivated
bool                                                  InvoiceAttachment.Sys_Historic
bool                                                  InvoiceAttachment.Sys_Incomplete
int                                                   InvoiceLayout.InvoiceLayoutId
string?                                               InvoiceLayout.InvoiceLayoutIdExternal
string [MultilineText](100)                           InvoiceLayout.Description
short                                                 InvoiceLayout.InvoiceLayoutNumber
bool                                                  InvoiceLayout.Sys_Deactivated
bool                                                  InvoiceLayout.Sys_Historic
bool                                                  InvoiceLayout.Sys_Incomplete
bool                                                  InvoiceLayout.Ext_Sys_Deactivated
string                                                InvoiceLayout.Ext_ExternalId
string                                                InvoiceLayout.Ext_In_Error_MsgNO
string                                                InvoiceLayout.Ext_In_Error_MsgEN
string                                                InvoiceLayout.Ext_In_Error_TraceId
string                                                InvoiceLayout.Ext_In_Error_TechDetail
string                                                InvoiceLayout.Ext_In_Error_FixLink
bool                                                  InvoiceLayout.Ext_In_Error_SetOK
DateTime                                              InvoiceLayout.Ext_In_LastSyncUTC
string                                                InvoiceLayout.Ext_Out_Error_MsgNO
string                                                InvoiceLayout.Ext_Out_Error_MsgEN
string                                                InvoiceLayout.Ext_Out_Error_TraceId
string                                                InvoiceLayout.Ext_Out_Error_TechDetail
string                                                InvoiceLayout.Ext_Out_Error_FixLink
bool                                                  InvoiceLayout.Ext_Out_Error_SetOK
DateTime                                              InvoiceLayout.Ext_Out_LastSyncUTC
--> ExternalSystemInvoiceLayout[]                     InvoiceLayout.ExternalSystemInvoiceLayouts
int                                                   InvoiceLine.InvoiceLineId
string?                                               InvoiceLine.InvoiceLineIdExternal
string?                                               InvoiceLine.Cost_LedgerAccountIdExternal
string?                                               InvoiceLine.Cost_ProjectAccountIdExternal
string?                                               InvoiceLine.DepartmentIdExternal
string?                                               InvoiceLine.DimensionValueId_1External
string?                                               InvoiceLine.DimensionValueId_2External
string?                                               InvoiceLine.DimensionValueId_3External
string?                                               InvoiceLine.DimensionValueId_4External
string?                                               InvoiceLine.DimensionValueId_5External
string?                                               InvoiceLine.DimensionValueId_6External
string?                                               InvoiceLine.Income_LedgerAccountIdExternal
string?                                               InvoiceLine.Income_ProjectAccountIdExternal
string?                                               InvoiceLine.IndustryTypeIdExternal
string?                                               InvoiceLine.InvoiceIdExternal
string?                                               InvoiceLine.InvoiceLineRuleIdExternal
string?                                               InvoiceLine.InvoicingDimensionValueIdExternal
string?                                               InvoiceLine.ProductAgreementIdExternal
string?                                               InvoiceLine.ProductSupplierIndustryTypeIdExternal
string?                                               InvoiceLine.ProjectPeriodIdExternal
string?                                               InvoiceLine.ServiceAgreementDetailIdExternal
string?                                               InvoiceLine.StorageIdExternal
string?                                               InvoiceLine.VATRateIdExternal
string?                                               InvoiceLine.WageCodeReportCategoryIdExternal
decimal?                                              InvoiceLine.BasisSumPercentInvoice
short?                                                InvoiceLine.Cost_LedgerAccountId
int?                                                  InvoiceLine.Cost_ProjectAccountId
decimal?                                              InvoiceLine.CostAmount
decimal?                                              InvoiceLine.CostPrice
short?                                                InvoiceLine.DepartmentId
int?                                                  InvoiceLine.DimensionValueId_1
int?                                                  InvoiceLine.DimensionValueId_2
int?                                                  InvoiceLine.DimensionValueId_3
int?                                                  InvoiceLine.DimensionValueId_4
int?                                                  InvoiceLine.DimensionValueId_5
int?                                                  InvoiceLine.DimensionValueId_6
short?                                                InvoiceLine.Income_LedgerAccountId
int?                                                  InvoiceLine.Income_ProjectAccountId
byte?                                                 InvoiceLine.IndustryTypeId
string? (100)                                         InvoiceLine.InvoiceLineCode
short?                                                InvoiceLine.InvoiceLineRuleId
string                                                InvoiceLine.InvoiceLineText
int?                                                  InvoiceLine.InvoicingDimensionValueId
bool                                                  InvoiceLine.IsFixedPrice
bool                                                  InvoiceLine.IsMasterInvoice
bool                                                  InvoiceLine.IsVarious
decimal?                                              InvoiceLine.ListPrice
bool                                                  InvoiceLine.PriceOnly
short?                                                InvoiceLine.ProductAgreementId
int?                                                  InvoiceLine.ProductSupplierIndustryTypeId
int?                                                  InvoiceLine.ProjectPeriodId
decimal?                                              InvoiceLine.Quantity
decimal?                                              InvoiceLine.QuantityInvoice
DateTime?                                             InvoiceLine.RegisteredDateTimeUTC
decimal?                                              InvoiceLine.SalesPrice
decimal?                                              InvoiceLine.SalesPriceInvoice
int?                                                  InvoiceLine.ServiceAgreementDetailId
int                                                   InvoiceLine.SortOrder
string? [MultilineText]                               InvoiceLine.SourceProductNoteLineIds
string?                                               InvoiceLine.SourceServiceIds
short?                                                InvoiceLine.StorageId
decimal?                                              InvoiceLine.SurchargePercentInvoice
int?                                                  InvoiceLine.Sys_AssignmentId
bool                                                  InvoiceLine.Sys_Deactivated
bool                                                  InvoiceLine.Sys_Historic
bool                                                  InvoiceLine.Sys_Incomplete
int?                                                  InvoiceLine.Sys_InvoiceNumber
byte?                                                 InvoiceLine.Sys_ProjectAccountCategoryId
int?                                                  InvoiceLine.Sys_ProjectPeriod
bool                                                  InvoiceLine.UpdateAssignmentCost
bool                                                  InvoiceLine.UpdateStock
bool                                                  InvoiceLine.VATFree
int?                                                  InvoiceLine.VATRateId
int?                                                  InvoiceLine.WageCodeReportCategoryId
InvoiceLineTypeEnum                                   InvoiceLine.Enum_InvoiceLineTypeId
ROTCategoryEnum?                                      InvoiceLine.Enum_ROTCategoryId
InvoiceLineRuleTypeDetailEnum?                        InvoiceLine.Sys_Enum_InvoiceLineRuleTypeDetailId
bool                                                  InvoiceLine.Ext_Sys_Deactivated
string                                                InvoiceLine.Ext_ExternalId
string                                                InvoiceLine.Ext_In_Error_MsgNO
string                                                InvoiceLine.Ext_In_Error_MsgEN
string                                                InvoiceLine.Ext_In_Error_TraceId
string                                                InvoiceLine.Ext_In_Error_TechDetail
string                                                InvoiceLine.Ext_In_Error_FixLink
bool                                                  InvoiceLine.Ext_In_Error_SetOK
DateTime                                              InvoiceLine.Ext_In_LastSyncUTC
string                                                InvoiceLine.Ext_Out_Error_MsgNO
string                                                InvoiceLine.Ext_Out_Error_MsgEN
string                                                InvoiceLine.Ext_Out_Error_TraceId
string                                                InvoiceLine.Ext_Out_Error_TechDetail
string                                                InvoiceLine.Ext_Out_Error_FixLink
bool                                                  InvoiceLine.Ext_Out_Error_SetOK
DateTime                                              InvoiceLine.Ext_Out_LastSyncUTC
--> ExternalSystemInvoiceLine[]                       InvoiceLine.ExternalSystemInvoiceLines
int                                                   InvoiceLine_Session.InvoiceLineSessionId
decimal?                                              InvoiceLine_Session.Amount
int?                                                  InvoiceLine_Session.AssignmentId
decimal?                                              InvoiceLine_Session.BasisSumPercentInvoice
decimal?                                              InvoiceLine_Session.CostAmount
decimal?                                              InvoiceLine_Session.CostPrice
string?                                               InvoiceLine_Session.FieldAttributesAsJSON
int?                                                  InvoiceLine_Session.InvoiceId
string? (100)                                         InvoiceLine_Session.InvoiceLineCode
int?                                                  InvoiceLine_Session.InvoiceLineId
int?                                                  InvoiceLine_Session.InvoiceLineRuleId
string?                                               InvoiceLine_Session.InvoiceLineText
int?                                                  InvoiceLine_Session.InvoicingDimensionValueId
bool                                                  InvoiceLine_Session.IsFixedPrice
int?                                                  InvoiceLine_Session.ProductSupplierIndustryTypeId
byte?                                                 InvoiceLine_Session.ProjectAccountCategoryId
decimal?                                              InvoiceLine_Session.QuantityInvoice
decimal?                                              InvoiceLine_Session.SalesPriceInvoice
Guid?                                                 InvoiceLine_Session.SessionId
int?                                                  InvoiceLine_Session.SortOrder
string? [MultilineText]                               InvoiceLine_Session.SourceProductNoteLineIds
string?                                               InvoiceLine_Session.SourceServiceIds
int?                                                  InvoiceLine_Session.StorageId
decimal?                                              InvoiceLine_Session.SurchargePercentInvoice
bool                                                  InvoiceLine_Session.Sys_Deactivated
bool                                                  InvoiceLine_Session.Sys_Historic
bool                                                  InvoiceLine_Session.Sys_Incomplete
bool                                                  InvoiceLine_Session.UpdateAssignmentCost
short?                                                InvoiceLine_Session.UpdateStatus
bool                                                  InvoiceLine_Session.UpdateStock
InvoiceLineRuleTypeDetailEnum?                        InvoiceLine_Session.Enum_InvoiceLineRuleTypeDetailId
ROTCategoryEnum?                                      InvoiceLine_Session.Enum_ROTCategoryId
short                                                 InvoiceLineRule.InvoiceLineRuleId
string?                                               InvoiceLineRule.InvoiceLineRuleIdExternal
string?                                               InvoiceLineRule.Cost_ProjectAccountIdExternal
string?                                               InvoiceLineRule.Income_ProjectAccountIdExternal
string?                                               InvoiceLineRule.Sale_VATFree_LedgerAccountIdExternal
string?                                               InvoiceLineRule.Sale_VATRequired_LedgerAccountIdExternal
string?                                               InvoiceLineRule.VATFree_VATRateIdExternal
string?                                               InvoiceLineRule.VATRateIdExternal
string?                                               InvoiceLineRule.WageCodeReportCategoryIdExternal
int?                                                  InvoiceLineRule.Cost_ProjectAccountId
decimal?                                              InvoiceLineRule.CostPrice
string [MultilineText](200)                           InvoiceLineRule.Description
string? (100)                                         InvoiceLineRule.ExternalInvoiceLineCode
int?                                                  InvoiceLineRule.Income_ProjectAccountId
string (50)                                           InvoiceLineRule.InvoiceLineRuleCode
bool                                                  InvoiceLineRule.InvoiceLineTextEditable
bool                                                  InvoiceLineRule.NotUseOnFixedPrice
string? (100)                                         InvoiceLineRule.Override_InvoiceLineCode
string? (200)                                         InvoiceLineRule.Override_InvoiceLineText
bool                                                  InvoiceLineRule.PriceOnly
short?                                                InvoiceLineRule.Sale_VATFree_LedgerAccountId
short?                                                InvoiceLineRule.Sale_VATRequired_LedgerAccountId
decimal?                                              InvoiceLineRule.SalesPrice
decimal?                                              InvoiceLineRule.SurchargePercent
bool                                                  InvoiceLineRule.Sys_Deactivated
bool                                                  InvoiceLineRule.Sys_Historic
bool                                                  InvoiceLineRule.Sys_Incomplete
int?                                                  InvoiceLineRule.VATFree_VATRateId
int?                                                  InvoiceLineRule.VATRateId
int?                                                  InvoiceLineRule.WageCodeReportCategoryId
bool                                                  InvoiceLineRule.WageType_CarExpenses
bool                                                  InvoiceLineRule.WageType_Diet
bool                                                  InvoiceLineRule.WageType_OrdinaryWage
bool                                                  InvoiceLineRule.WageType_Overtime
bool                                                  InvoiceLineRule.WageType_TravelExpenses
bool                                                  InvoiceLineRule.WageType_VariousExtra
InvoiceLineRuleTypeDetailEnum                         InvoiceLineRule.Enum_InvoiceLineRuleTypeDetailId
InvoiceLineRuleTypeEnum                               InvoiceLineRule.Enum_InvoiceLineRuleTypeId
bool                                                  InvoiceLineRule.Ext_Sys_Deactivated
string                                                InvoiceLineRule.Ext_ExternalId
string                                                InvoiceLineRule.Ext_In_Error_MsgNO
string                                                InvoiceLineRule.Ext_In_Error_MsgEN
string                                                InvoiceLineRule.Ext_In_Error_TraceId
string                                                InvoiceLineRule.Ext_In_Error_TechDetail
string                                                InvoiceLineRule.Ext_In_Error_FixLink
bool                                                  InvoiceLineRule.Ext_In_Error_SetOK
DateTime                                              InvoiceLineRule.Ext_In_LastSyncUTC
string                                                InvoiceLineRule.Ext_Out_Error_MsgNO
string                                                InvoiceLineRule.Ext_Out_Error_MsgEN
string                                                InvoiceLineRule.Ext_Out_Error_TraceId
string                                                InvoiceLineRule.Ext_Out_Error_TechDetail
string                                                InvoiceLineRule.Ext_Out_Error_FixLink
bool                                                  InvoiceLineRule.Ext_Out_Error_SetOK
DateTime                                              InvoiceLineRule.Ext_Out_LastSyncUTC
--> ExternalSystemInvoiceLineRule[]                   InvoiceLineRule.ExternalSystemInvoiceLineRules
byte                                                  InvoiceLineRuleTypeDetail.InvoiceLineRuleTypeDetailId
bool                                                  InvoiceLineRuleTypeDetail.Sys_Deactivated
bool                                                  InvoiceLineRuleTypeDetail.Sys_Historic
bool                                                  InvoiceLineRuleTypeDetail.Sys_Incomplete
InvoiceLineRuleTypeDetailEnum                         InvoiceLineRuleTypeDetail.Enum_InvoiceLineRuleTypeDetailId
InvoiceLineRuleTypeEnum                               InvoiceLineRuleTypeDetail.Enum_InvoiceLineRuleTypeId
short                                                 InvoiceLineRuleWageCodeType.InvoiceLineRuleWageCodeTypeId
string?                                               InvoiceLineRuleWageCodeType.InvoiceLineRuleIdExternal
short                                                 InvoiceLineRuleWageCodeType.InvoiceLineRuleId
bool                                                  InvoiceLineRuleWageCodeType.Sys_Deactivated
bool                                                  InvoiceLineRuleWageCodeType.Sys_Historic
bool                                                  InvoiceLineRuleWageCodeType.Sys_Incomplete
WageCodeTypeEnum                                      InvoiceLineRuleWageCodeType.Enum_WageCodeTypeId
short                                                 InvoiceTemplate.InvoiceTemplateId
string?                                               InvoiceTemplate.InvoiceTemplateIdExternal
string [MultilineText](100)                           InvoiceTemplate.Description
short                                                 InvoiceTemplate.InvoiceTemplateNumber
bool                                                  InvoiceTemplate.Sys_Deactivated
bool                                                  InvoiceTemplate.Sys_Historic
bool                                                  InvoiceTemplate.Sys_Incomplete
bool                                                  InvoiceTemplate.Ext_Sys_Deactivated
string                                                InvoiceTemplate.Ext_ExternalId
string                                                InvoiceTemplate.Ext_In_Error_MsgNO
string                                                InvoiceTemplate.Ext_In_Error_MsgEN
string                                                InvoiceTemplate.Ext_In_Error_TraceId
string                                                InvoiceTemplate.Ext_In_Error_TechDetail
string                                                InvoiceTemplate.Ext_In_Error_FixLink
bool                                                  InvoiceTemplate.Ext_In_Error_SetOK
DateTime                                              InvoiceTemplate.Ext_In_LastSyncUTC
string                                                InvoiceTemplate.Ext_Out_Error_MsgNO
string                                                InvoiceTemplate.Ext_Out_Error_MsgEN
string                                                InvoiceTemplate.Ext_Out_Error_TraceId
string                                                InvoiceTemplate.Ext_Out_Error_TechDetail
string                                                InvoiceTemplate.Ext_Out_Error_FixLink
bool                                                  InvoiceTemplate.Ext_Out_Error_SetOK
DateTime                                              InvoiceTemplate.Ext_Out_LastSyncUTC
--> ExternalSystemInvoiceTemplate[]                   InvoiceTemplate.ExternalSystemInvoiceTemplates
--> InvoiceTemplateDetail[]                           InvoiceTemplate.InvoiceTemplateDetails
short                                                 InvoiceTemplateDetail.InvoiceTemplateDetailId
string?                                               InvoiceTemplateDetail.InvoiceTemplateDetailIdExternal
string?                                               InvoiceTemplateDetail.InvoiceLineRuleIdExternal
string?                                               InvoiceTemplateDetail.InvoiceTemplateIdExternal
short                                                 InvoiceTemplateDetail.InvoiceLineRuleId
int                                                   InvoiceTemplateDetail.SortOrder
bool                                                  InvoiceTemplateDetail.Sys_Deactivated
bool                                                  InvoiceTemplateDetail.Sys_Historic
bool                                                  InvoiceTemplateDetail.Sys_Incomplete
bool                                                  InvoiceTemplateDetail.Ext_Sys_Deactivated
string                                                InvoiceTemplateDetail.Ext_ExternalId
string                                                InvoiceTemplateDetail.Ext_In_Error_MsgNO
string                                                InvoiceTemplateDetail.Ext_In_Error_MsgEN
