Type [validation category](max length)                TableName.ColumnName
string? (100)                                         ExternalSystemAssignment.In_Error_FixLink
string? (250)                                         ExternalSystemAssignment.In_Error_MsgEN
string? (250)                                         ExternalSystemAssignment.In_Error_MsgNO
string?                                               ExternalSystemAssignment.In_Error_TechDetail
string? (40)                                          ExternalSystemAssignment.In_Error_TraceId
DateTime?                                             ExternalSystemAssignment.In_LastSyncUTC
string? (100)                                         ExternalSystemAssignment.Out_Error_FixLink
string? (250)                                         ExternalSystemAssignment.Out_Error_MsgEN
string? (250)                                         ExternalSystemAssignment.Out_Error_MsgNO
string?                                               ExternalSystemAssignment.Out_Error_TechDetail
string? (40)                                          ExternalSystemAssignment.Out_Error_TraceId
DateTime?                                             ExternalSystemAssignment.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemAssignment.StatusDescription
bool                                                  ExternalSystemAssignment.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemAssignment.Enum_SyncStatusId
int                                                   ExternalSystemAssignmentCategory.ExternalSystemAssignmentCategoryId
string?                                               ExternalSystemAssignmentCategory.AssignmentCategoryIdExternal
string? (50)                                          ExternalSystemAssignmentCategory.ExternalId
short                                                 ExternalSystemAssignmentCategory.ExternalSystemId
string? (100)                                         ExternalSystemAssignmentCategory.In_Error_FixLink
string? (250)                                         ExternalSystemAssignmentCategory.In_Error_MsgEN
string? (250)                                         ExternalSystemAssignmentCategory.In_Error_MsgNO
string?                                               ExternalSystemAssignmentCategory.In_Error_TechDetail
string? (40)                                          ExternalSystemAssignmentCategory.In_Error_TraceId
DateTime?                                             ExternalSystemAssignmentCategory.In_LastSyncUTC
string? (100)                                         ExternalSystemAssignmentCategory.Out_Error_FixLink
string? (250)                                         ExternalSystemAssignmentCategory.Out_Error_MsgEN
string? (250)                                         ExternalSystemAssignmentCategory.Out_Error_MsgNO
string?                                               ExternalSystemAssignmentCategory.Out_Error_TechDetail
string? (40)                                          ExternalSystemAssignmentCategory.Out_Error_TraceId
DateTime?                                             ExternalSystemAssignmentCategory.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemAssignmentCategory.StatusDescription
bool                                                  ExternalSystemAssignmentCategory.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemAssignmentCategory.Enum_SyncStatusId
int                                                   ExternalSystemAssignmentParticipant.ExternalSystemAssignmentParticipantId
string?                                               ExternalSystemAssignmentParticipant.AssignmentParticipantIdExternal
string? (50)                                          ExternalSystemAssignmentParticipant.ExternalId
short                                                 ExternalSystemAssignmentParticipant.ExternalSystemId
string? (100)                                         ExternalSystemAssignmentParticipant.In_Error_FixLink
string? (250)                                         ExternalSystemAssignmentParticipant.In_Error_MsgEN
string? (250)                                         ExternalSystemAssignmentParticipant.In_Error_MsgNO
string?                                               ExternalSystemAssignmentParticipant.In_Error_TechDetail
string? (40)                                          ExternalSystemAssignmentParticipant.In_Error_TraceId
DateTime?                                             ExternalSystemAssignmentParticipant.In_LastSyncUTC
string? (100)                                         ExternalSystemAssignmentParticipant.Out_Error_FixLink
string? (250)                                         ExternalSystemAssignmentParticipant.Out_Error_MsgEN
string? (250)                                         ExternalSystemAssignmentParticipant.Out_Error_MsgNO
string?                                               ExternalSystemAssignmentParticipant.Out_Error_TechDetail
string? (40)                                          ExternalSystemAssignmentParticipant.Out_Error_TraceId
DateTime?                                             ExternalSystemAssignmentParticipant.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemAssignmentParticipant.StatusDescription
bool                                                  ExternalSystemAssignmentParticipant.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemAssignmentParticipant.Enum_SyncStatusId
int                                                   ExternalSystemAttachment.ExternalSystemAttachmentId
string?                                               ExternalSystemAttachment.AttachmentIdExternal
string? (50)                                          ExternalSystemAttachment.ExternalId
short                                                 ExternalSystemAttachment.ExternalSystemId
string? (100)                                         ExternalSystemAttachment.In_Error_FixLink
string? (250)                                         ExternalSystemAttachment.In_Error_MsgEN
string? (250)                                         ExternalSystemAttachment.In_Error_MsgNO
string?                                               ExternalSystemAttachment.In_Error_TechDetail
string? (40)                                          ExternalSystemAttachment.In_Error_TraceId
DateTime?                                             ExternalSystemAttachment.In_LastSyncUTC
string? (100)                                         ExternalSystemAttachment.Out_Error_FixLink
string? (250)                                         ExternalSystemAttachment.Out_Error_MsgEN
string? (250)                                         ExternalSystemAttachment.Out_Error_MsgNO
string?                                               ExternalSystemAttachment.Out_Error_TechDetail
string? (40)                                          ExternalSystemAttachment.Out_Error_TraceId
DateTime?                                             ExternalSystemAttachment.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemAttachment.StatusDescription
bool                                                  ExternalSystemAttachment.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemAttachment.Enum_SyncStatusId
int                                                   ExternalSystemBudget.ExternalSystemBudgetId
string?                                               ExternalSystemBudget.BudgetIdExternal
string? (50)                                          ExternalSystemBudget.ExternalId
short                                                 ExternalSystemBudget.ExternalSystemId
string? (100)                                         ExternalSystemBudget.In_Error_FixLink
string? (250)                                         ExternalSystemBudget.In_Error_MsgEN
string? (250)                                         ExternalSystemBudget.In_Error_MsgNO
string?                                               ExternalSystemBudget.In_Error_TechDetail
string? (40)                                          ExternalSystemBudget.In_Error_TraceId
DateTime?                                             ExternalSystemBudget.In_LastSyncUTC
string? (100)                                         ExternalSystemBudget.Out_Error_FixLink
string? (250)                                         ExternalSystemBudget.Out_Error_MsgEN
string? (250)                                         ExternalSystemBudget.Out_Error_MsgNO
string?                                               ExternalSystemBudget.Out_Error_TechDetail
string? (40)                                          ExternalSystemBudget.Out_Error_TraceId
DateTime?                                             ExternalSystemBudget.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemBudget.StatusDescription
bool                                                  ExternalSystemBudget.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemBudget.Enum_SyncStatusId
int                                                   ExternalSystemBudgetLine.ExternalSystemBudgetLineId
string?                                               ExternalSystemBudgetLine.BudgetLineIdExternal
string? (50)                                          ExternalSystemBudgetLine.ExternalId
short                                                 ExternalSystemBudgetLine.ExternalSystemId
string? (100)                                         ExternalSystemBudgetLine.In_Error_FixLink
string? (250)                                         ExternalSystemBudgetLine.In_Error_MsgEN
string? (250)                                         ExternalSystemBudgetLine.In_Error_MsgNO
string?                                               ExternalSystemBudgetLine.In_Error_TechDetail
string? (40)                                          ExternalSystemBudgetLine.In_Error_TraceId
DateTime?                                             ExternalSystemBudgetLine.In_LastSyncUTC
string? (100)                                         ExternalSystemBudgetLine.Out_Error_FixLink
string? (250)                                         ExternalSystemBudgetLine.Out_Error_MsgEN
string? (250)                                         ExternalSystemBudgetLine.Out_Error_MsgNO
string?                                               ExternalSystemBudgetLine.Out_Error_TechDetail
string? (40)                                          ExternalSystemBudgetLine.Out_Error_TraceId
DateTime?                                             ExternalSystemBudgetLine.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemBudgetLine.StatusDescription
bool                                                  ExternalSystemBudgetLine.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemBudgetLine.Enum_SyncStatusId
int                                                   ExternalSystemBudgetLinePeriod.ExternalSystemBudgetLinePeriodId
string?                                               ExternalSystemBudgetLinePeriod.BudgetLinePeriodIdExternal
string? (50)                                          ExternalSystemBudgetLinePeriod.ExternalId
short                                                 ExternalSystemBudgetLinePeriod.ExternalSystemId
string? (100)                                         ExternalSystemBudgetLinePeriod.In_Error_FixLink
string? (250)                                         ExternalSystemBudgetLinePeriod.In_Error_MsgEN
string? (250)                                         ExternalSystemBudgetLinePeriod.In_Error_MsgNO
string?                                               ExternalSystemBudgetLinePeriod.In_Error_TechDetail
string? (40)                                          ExternalSystemBudgetLinePeriod.In_Error_TraceId
DateTime?                                             ExternalSystemBudgetLinePeriod.In_LastSyncUTC
string? (100)                                         ExternalSystemBudgetLinePeriod.Out_Error_FixLink
string? (250)                                         ExternalSystemBudgetLinePeriod.Out_Error_MsgEN
string? (250)                                         ExternalSystemBudgetLinePeriod.Out_Error_MsgNO
string?                                               ExternalSystemBudgetLinePeriod.Out_Error_TechDetail
string? (40)                                          ExternalSystemBudgetLinePeriod.Out_Error_TraceId
DateTime?                                             ExternalSystemBudgetLinePeriod.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemBudgetLinePeriod.StatusDescription
bool                                                  ExternalSystemBudgetLinePeriod.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemBudgetLinePeriod.Enum_SyncStatusId
int                                                   ExternalSystemBudgetScenario.ExternalSystemBudgetScenarioId
string?                                               ExternalSystemBudgetScenario.BudgetScenarioIdExternal
string? (50)                                          ExternalSystemBudgetScenario.ExternalId
short                                                 ExternalSystemBudgetScenario.ExternalSystemId
string? (100)                                         ExternalSystemBudgetScenario.In_Error_FixLink
string? (250)                                         ExternalSystemBudgetScenario.In_Error_MsgEN
string? (250)                                         ExternalSystemBudgetScenario.In_Error_MsgNO
string?                                               ExternalSystemBudgetScenario.In_Error_TechDetail
string? (40)                                          ExternalSystemBudgetScenario.In_Error_TraceId
DateTime?                                             ExternalSystemBudgetScenario.In_LastSyncUTC
string? (100)                                         ExternalSystemBudgetScenario.Out_Error_FixLink
string? (250)                                         ExternalSystemBudgetScenario.Out_Error_MsgEN
string? (250)                                         ExternalSystemBudgetScenario.Out_Error_MsgNO
string?                                               ExternalSystemBudgetScenario.Out_Error_TechDetail
string? (40)                                          ExternalSystemBudgetScenario.Out_Error_TraceId
DateTime?                                             ExternalSystemBudgetScenario.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemBudgetScenario.StatusDescription
bool                                                  ExternalSystemBudgetScenario.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemBudgetScenario.Enum_SyncStatusId
int                                                   ExternalSystemClassificationSystem.ExternalSystemClassificationSystemId
string?                                               ExternalSystemClassificationSystem.ClassificationSystemIdExternal
string? (50)                                          ExternalSystemClassificationSystem.ExternalId
short                                                 ExternalSystemClassificationSystem.ExternalSystemId
string? (100)                                         ExternalSystemClassificationSystem.In_Error_FixLink
string? (250)                                         ExternalSystemClassificationSystem.In_Error_MsgEN
string? (250)                                         ExternalSystemClassificationSystem.In_Error_MsgNO
string?                                               ExternalSystemClassificationSystem.In_Error_TechDetail
string? (40)                                          ExternalSystemClassificationSystem.In_Error_TraceId
DateTime?                                             ExternalSystemClassificationSystem.In_LastSyncUTC
string? (100)                                         ExternalSystemClassificationSystem.Out_Error_FixLink
string? (250)                                         ExternalSystemClassificationSystem.Out_Error_MsgEN
string? (250)                                         ExternalSystemClassificationSystem.Out_Error_MsgNO
string?                                               ExternalSystemClassificationSystem.Out_Error_TechDetail
string? (40)                                          ExternalSystemClassificationSystem.Out_Error_TraceId
DateTime?                                             ExternalSystemClassificationSystem.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemClassificationSystem.StatusDescription
bool                                                  ExternalSystemClassificationSystem.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemClassificationSystem.Enum_SyncStatusId
int                                                   ExternalSystemClassificationSystemItem.ExternalSystemClassificationSystemItemId
string?                                               ExternalSystemClassificationSystemItem.ClassificationSystemItemIdExternal
string? (50)                                          ExternalSystemClassificationSystemItem.ExternalId
short                                                 ExternalSystemClassificationSystemItem.ExternalSystemId
string? (100)                                         ExternalSystemClassificationSystemItem.In_Error_FixLink
string? (250)                                         ExternalSystemClassificationSystemItem.In_Error_MsgEN
string? (250)                                         ExternalSystemClassificationSystemItem.In_Error_MsgNO
string?                                               ExternalSystemClassificationSystemItem.In_Error_TechDetail
string? (40)                                          ExternalSystemClassificationSystemItem.In_Error_TraceId
DateTime?                                             ExternalSystemClassificationSystemItem.In_LastSyncUTC
string? (100)                                         ExternalSystemClassificationSystemItem.Out_Error_FixLink
string? (250)                                         ExternalSystemClassificationSystemItem.Out_Error_MsgEN
string? (250)                                         ExternalSystemClassificationSystemItem.Out_Error_MsgNO
string?                                               ExternalSystemClassificationSystemItem.Out_Error_TechDetail
string? (40)                                          ExternalSystemClassificationSystemItem.Out_Error_TraceId
DateTime?                                             ExternalSystemClassificationSystemItem.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemClassificationSystemItem.StatusDescription
bool                                                  ExternalSystemClassificationSystemItem.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemClassificationSystemItem.Enum_SyncStatusId
int                                                   ExternalSystemContact.ExternalSystemContactId
string?                                               ExternalSystemContact.ContactIdExternal
string? (50)                                          ExternalSystemContact.ExternalId
short                                                 ExternalSystemContact.ExternalSystemId
string? (100)                                         ExternalSystemContact.In_Error_FixLink
string? (250)                                         ExternalSystemContact.In_Error_MsgEN
string? (250)                                         ExternalSystemContact.In_Error_MsgNO
string?                                               ExternalSystemContact.In_Error_TechDetail
string? (40)                                          ExternalSystemContact.In_Error_TraceId
DateTime?                                             ExternalSystemContact.In_LastSyncUTC
string? (100)                                         ExternalSystemContact.Out_Error_FixLink
string? (250)                                         ExternalSystemContact.Out_Error_MsgEN
string? (250)                                         ExternalSystemContact.Out_Error_MsgNO
string?                                               ExternalSystemContact.Out_Error_TechDetail
string? (40)                                          ExternalSystemContact.Out_Error_TraceId
DateTime?                                             ExternalSystemContact.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemContact.StatusDescription
bool                                                  ExternalSystemContact.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemContact.Enum_SyncStatusId
int                                                   ExternalSystemCustomer.ExternalSystemCustomerId
string?                                               ExternalSystemCustomer.CustomerIdExternal
string? (50)                                          ExternalSystemCustomer.ExternalId
short                                                 ExternalSystemCustomer.ExternalSystemId
string? (100)                                         ExternalSystemCustomer.In_Error_FixLink
string? (250)                                         ExternalSystemCustomer.In_Error_MsgEN
string? (250)                                         ExternalSystemCustomer.In_Error_MsgNO
string?                                               ExternalSystemCustomer.In_Error_TechDetail
string? (40)                                          ExternalSystemCustomer.In_Error_TraceId
DateTime?                                             ExternalSystemCustomer.In_LastSyncUTC
string? (100)                                         ExternalSystemCustomer.Out_Error_FixLink
string? (250)                                         ExternalSystemCustomer.Out_Error_MsgEN
string? (250)                                         ExternalSystemCustomer.Out_Error_MsgNO
string?                                               ExternalSystemCustomer.Out_Error_TechDetail
string? (40)                                          ExternalSystemCustomer.Out_Error_TraceId
DateTime?                                             ExternalSystemCustomer.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemCustomer.StatusDescription
bool                                                  ExternalSystemCustomer.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemCustomer.Enum_SyncStatusId
short                                                 ExternalSystemCustomerClass.ExternalSystemCustomerClassId
string?                                               ExternalSystemCustomerClass.CustomerClassIdExternal
string? (50)                                          ExternalSystemCustomerClass.ExternalId
short                                                 ExternalSystemCustomerClass.ExternalSystemId
string? (100)                                         ExternalSystemCustomerClass.In_Error_FixLink
string? (250)                                         ExternalSystemCustomerClass.In_Error_MsgEN
string? (250)                                         ExternalSystemCustomerClass.In_Error_MsgNO
string?                                               ExternalSystemCustomerClass.In_Error_TechDetail
string? (40)                                          ExternalSystemCustomerClass.In_Error_TraceId
DateTime?                                             ExternalSystemCustomerClass.In_LastSyncUTC
string? (100)                                         ExternalSystemCustomerClass.Out_Error_FixLink
string? (250)                                         ExternalSystemCustomerClass.Out_Error_MsgEN
string? (250)                                         ExternalSystemCustomerClass.Out_Error_MsgNO
string?                                               ExternalSystemCustomerClass.Out_Error_TechDetail
string? (40)                                          ExternalSystemCustomerClass.Out_Error_TraceId
DateTime?                                             ExternalSystemCustomerClass.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemCustomerClass.StatusDescription
bool                                                  ExternalSystemCustomerClass.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemCustomerClass.Enum_SyncStatusId
short                                                 ExternalSystemDepartment.ExternalSystemDepartmentId
string?                                               ExternalSystemDepartment.DepartmentIdExternal
string? (50)                                          ExternalSystemDepartment.ExternalId
short                                                 ExternalSystemDepartment.ExternalSystemId
string? (100)                                         ExternalSystemDepartment.In_Error_FixLink
string? (250)                                         ExternalSystemDepartment.In_Error_MsgEN
string? (250)                                         ExternalSystemDepartment.In_Error_MsgNO
string?                                               ExternalSystemDepartment.In_Error_TechDetail
string? (40)                                          ExternalSystemDepartment.In_Error_TraceId
DateTime?                                             ExternalSystemDepartment.In_LastSyncUTC
string? (100)                                         ExternalSystemDepartment.Out_Error_FixLink
string? (250)                                         ExternalSystemDepartment.Out_Error_MsgEN
string? (250)                                         ExternalSystemDepartment.Out_Error_MsgNO
string?                                               ExternalSystemDepartment.Out_Error_TechDetail
string? (40)                                          ExternalSystemDepartment.Out_Error_TraceId
DateTime?                                             ExternalSystemDepartment.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemDepartment.StatusDescription
bool                                                  ExternalSystemDepartment.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemDepartment.Enum_SyncStatusId
int                                                   ExternalSystemDimension.ExternalSystemDimensionId
string?                                               ExternalSystemDimension.DimensionIdExternal
string? (50)                                          ExternalSystemDimension.ExternalId
short                                                 ExternalSystemDimension.ExternalSystemId
string? (100)                                         ExternalSystemDimension.In_Error_FixLink
string? (250)                                         ExternalSystemDimension.In_Error_MsgEN
string? (250)                                         ExternalSystemDimension.In_Error_MsgNO
string?                                               ExternalSystemDimension.In_Error_TechDetail
string? (40)                                          ExternalSystemDimension.In_Error_TraceId
DateTime?                                             ExternalSystemDimension.In_LastSyncUTC
string? (100)                                         ExternalSystemDimension.Out_Error_FixLink
string? (250)                                         ExternalSystemDimension.Out_Error_MsgEN
string? (250)                                         ExternalSystemDimension.Out_Error_MsgNO
string?                                               ExternalSystemDimension.Out_Error_TechDetail
string? (40)                                          ExternalSystemDimension.Out_Error_TraceId
DateTime?                                             ExternalSystemDimension.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemDimension.StatusDescription
bool                                                  ExternalSystemDimension.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemDimension.Enum_SyncStatusId
int                                                   ExternalSystemDimensionUse.ExternalSystemDimensionUseId
string?                                               ExternalSystemDimensionUse.DimensionUseIdExternal
string? (50)                                          ExternalSystemDimensionUse.ExternalId
short                                                 ExternalSystemDimensionUse.ExternalSystemId
string? (100)                                         ExternalSystemDimensionUse.In_Error_FixLink
string? (250)                                         ExternalSystemDimensionUse.In_Error_MsgEN
string? (250)                                         ExternalSystemDimensionUse.In_Error_MsgNO
string?                                               ExternalSystemDimensionUse.In_Error_TechDetail
string? (40)                                          ExternalSystemDimensionUse.In_Error_TraceId
DateTime?                                             ExternalSystemDimensionUse.In_LastSyncUTC
string? (100)                                         ExternalSystemDimensionUse.Out_Error_FixLink
string? (250)                                         ExternalSystemDimensionUse.Out_Error_MsgEN
string? (250)                                         ExternalSystemDimensionUse.Out_Error_MsgNO
string?                                               ExternalSystemDimensionUse.Out_Error_TechDetail
string? (40)                                          ExternalSystemDimensionUse.Out_Error_TraceId
DateTime?                                             ExternalSystemDimensionUse.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemDimensionUse.StatusDescription
bool                                                  ExternalSystemDimensionUse.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemDimensionUse.Enum_SyncStatusId
int                                                   ExternalSystemDimensionValue.ExternalSystemDimensionValueId
string?                                               ExternalSystemDimensionValue.DimensionValueIdExternal
string? (50)                                          ExternalSystemDimensionValue.ExternalId
short                                                 ExternalSystemDimensionValue.ExternalSystemId
string? (100)                                         ExternalSystemDimensionValue.In_Error_FixLink
string? (250)                                         ExternalSystemDimensionValue.In_Error_MsgEN
string? (250)                                         ExternalSystemDimensionValue.In_Error_MsgNO
string?                                               ExternalSystemDimensionValue.In_Error_TechDetail
string? (40)                                          ExternalSystemDimensionValue.In_Error_TraceId
DateTime?                                             ExternalSystemDimensionValue.In_LastSyncUTC
string? (100)                                         ExternalSystemDimensionValue.Out_Error_FixLink
string? (250)                                         ExternalSystemDimensionValue.Out_Error_MsgEN
string? (250)                                         ExternalSystemDimensionValue.Out_Error_MsgNO
string?                                               ExternalSystemDimensionValue.Out_Error_TechDetail
string? (40)                                          ExternalSystemDimensionValue.Out_Error_TraceId
DateTime?                                             ExternalSystemDimensionValue.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemDimensionValue.StatusDescription
bool                                                  ExternalSystemDimensionValue.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemDimensionValue.Enum_SyncStatusId
int                                                   ExternalSystemDimensionValueUse.ExternalSystemDimensionValueUseId
string?                                               ExternalSystemDimensionValueUse.DimensionValueUseIdExternal
string? (50)                                          ExternalSystemDimensionValueUse.ExternalId
short                                                 ExternalSystemDimensionValueUse.ExternalSystemId
string? (100)                                         ExternalSystemDimensionValueUse.In_Error_FixLink
string? (250)                                         ExternalSystemDimensionValueUse.In_Error_MsgEN
string? (250)                                         ExternalSystemDimensionValueUse.In_Error_MsgNO
string?                                               ExternalSystemDimensionValueUse.In_Error_TechDetail
string? (40)                                          ExternalSystemDimensionValueUse.In_Error_TraceId
DateTime?                                             ExternalSystemDimensionValueUse.In_LastSyncUTC
string? (100)                                         ExternalSystemDimensionValueUse.Out_Error_FixLink
string? (250)                                         ExternalSystemDimensionValueUse.Out_Error_MsgEN
string? (250)                                         ExternalSystemDimensionValueUse.Out_Error_MsgNO
string?                                               ExternalSystemDimensionValueUse.Out_Error_TechDetail
string? (40)                                          ExternalSystemDimensionValueUse.Out_Error_TraceId
DateTime?                                             ExternalSystemDimensionValueUse.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemDimensionValueUse.StatusDescription
bool                                                  ExternalSystemDimensionValueUse.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemDimensionValueUse.Enum_SyncStatusId
int                                                   ExternalSystemEmployee.ExternalSystemEmployeeId
string?                                               ExternalSystemEmployee.EmployeeIdExternal
string? (50)                                          ExternalSystemEmployee.ExternalId
short                                                 ExternalSystemEmployee.ExternalSystemId
string? (100)                                         ExternalSystemEmployee.In_Error_FixLink
string? (250)                                         ExternalSystemEmployee.In_Error_MsgEN
string? (250)                                         ExternalSystemEmployee.In_Error_MsgNO
string?                                               ExternalSystemEmployee.In_Error_TechDetail
string? (40)                                          ExternalSystemEmployee.In_Error_TraceId
DateTime?                                             ExternalSystemEmployee.In_LastSyncUTC
string? (100)                                         ExternalSystemEmployee.Out_Error_FixLink
string? (250)                                         ExternalSystemEmployee.Out_Error_MsgEN
string? (250)                                         ExternalSystemEmployee.Out_Error_MsgNO
string?                                               ExternalSystemEmployee.Out_Error_TechDetail
string? (40)                                          ExternalSystemEmployee.Out_Error_TraceId
DateTime?                                             ExternalSystemEmployee.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemEmployee.StatusDescription
bool                                                  ExternalSystemEmployee.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemEmployee.Enum_SyncStatusId
short                                                 ExternalSystemEmployeeInvoiceCategory.ExternalSystemEmployeeInvoiceCategoryId
string?                                               ExternalSystemEmployeeInvoiceCategory.EmployeeInvoiceCategoryIdExternal
string? (50)                                          ExternalSystemEmployeeInvoiceCategory.ExternalId
short                                                 ExternalSystemEmployeeInvoiceCategory.ExternalSystemId
string? (100)                                         ExternalSystemEmployeeInvoiceCategory.In_Error_FixLink
string? (250)                                         ExternalSystemEmployeeInvoiceCategory.In_Error_MsgEN
string? (250)                                         ExternalSystemEmployeeInvoiceCategory.In_Error_MsgNO
string?                                               ExternalSystemEmployeeInvoiceCategory.In_Error_TechDetail
string? (40)                                          ExternalSystemEmployeeInvoiceCategory.In_Error_TraceId
DateTime?                                             ExternalSystemEmployeeInvoiceCategory.In_LastSyncUTC
string? (100)                                         ExternalSystemEmployeeInvoiceCategory.Out_Error_FixLink
string? (250)                                         ExternalSystemEmployeeInvoiceCategory.Out_Error_MsgEN
string? (250)                                         ExternalSystemEmployeeInvoiceCategory.Out_Error_MsgNO
string?                                               ExternalSystemEmployeeInvoiceCategory.Out_Error_TechDetail
string? (40)                                          ExternalSystemEmployeeInvoiceCategory.Out_Error_TraceId
DateTime?                                             ExternalSystemEmployeeInvoiceCategory.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemEmployeeInvoiceCategory.StatusDescription
bool                                                  ExternalSystemEmployeeInvoiceCategory.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemEmployeeInvoiceCategory.Enum_SyncStatusId
short                                                 ExternalSystemEntityExtension.ExternalSystemEntityExtensionId
string?                                               ExternalSystemEntityExtension.EntityExtensionIdExternal
string? (50)                                          ExternalSystemEntityExtension.ExternalId
short                                                 ExternalSystemEntityExtension.ExternalSystemId
string? (100)                                         ExternalSystemEntityExtension.In_Error_FixLink
string? (250)                                         ExternalSystemEntityExtension.In_Error_MsgEN
string? (250)                                         ExternalSystemEntityExtension.In_Error_MsgNO
string?                                               ExternalSystemEntityExtension.In_Error_TechDetail
string? (40)                                          ExternalSystemEntityExtension.In_Error_TraceId
DateTime?                                             ExternalSystemEntityExtension.In_LastSyncUTC
string? (100)                                         ExternalSystemEntityExtension.Out_Error_FixLink
string? (250)                                         ExternalSystemEntityExtension.Out_Error_MsgEN
string? (250)                                         ExternalSystemEntityExtension.Out_Error_MsgNO
string?                                               ExternalSystemEntityExtension.Out_Error_TechDetail
string? (40)                                          ExternalSystemEntityExtension.Out_Error_TraceId
DateTime?                                             ExternalSystemEntityExtension.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemEntityExtension.StatusDescription
bool                                                  ExternalSystemEntityExtension.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemEntityExtension.Enum_SyncStatusId
int                                                   ExternalSystemEntityExtensionListValue.ExternalSystemEntityExtensionListValueId
string?                                               ExternalSystemEntityExtensionListValue.EntityExtensionListValueIdExternal
string? (50)                                          ExternalSystemEntityExtensionListValue.ExternalId
short                                                 ExternalSystemEntityExtensionListValue.ExternalSystemId
string? (100)                                         ExternalSystemEntityExtensionListValue.In_Error_FixLink
string? (250)                                         ExternalSystemEntityExtensionListValue.In_Error_MsgEN
string? (250)                                         ExternalSystemEntityExtensionListValue.In_Error_MsgNO
string?                                               ExternalSystemEntityExtensionListValue.In_Error_TechDetail
string? (40)                                          ExternalSystemEntityExtensionListValue.In_Error_TraceId
DateTime?                                             ExternalSystemEntityExtensionListValue.In_LastSyncUTC
string? (100)                                         ExternalSystemEntityExtensionListValue.Out_Error_FixLink
string? (250)                                         ExternalSystemEntityExtensionListValue.Out_Error_MsgEN
string? (250)                                         ExternalSystemEntityExtensionListValue.Out_Error_MsgNO
string?                                               ExternalSystemEntityExtensionListValue.Out_Error_TechDetail
string? (40)                                          ExternalSystemEntityExtensionListValue.Out_Error_TraceId
DateTime?                                             ExternalSystemEntityExtensionListValue.Out_LastSyncUTC
string? [MultilineText](50)                           ExternalSystemEntityExtensionListValue.StatusDescription
bool                                                  ExternalSystemEntityExtensionListValue.Sys_Deactivated
SyncStatusEnum                                        ExternalSystemEntityExtensionListValue.Enum_SyncStatusId
int                                                   ExternalSystemEntityExtensionValue.ExternalSystemEntityExtensionValueId
string?                                               ExternalSystemEntityExtensionValue.EntityExtensionValueIdExternal
string? (50)                                          ExternalSystemEntityExtensionValue.ExternalId
short                                                 ExternalSystemEntityExtensionValue.ExternalSystemId
string? (100)                                         ExternalSystemEntityExtensionValue.In_Error_FixLink
string? (250)                                         ExternalSystemEntityExtensionValue.In_Error_MsgEN
string? (250)                                         ExternalSystemEntityExtensionValue.In_Error_MsgNO
string?                                               ExternalSystemEntityExtensionValue.In_Error_TechDetail
string? (40)                                          ExternalSystemEntityExtensionValue.In_Error_TraceId
DateTime?                                             ExternalSystemEntityExtensionValue.In_LastSyncUTC
string? (100)                                         ExternalSystemEntityExtensionValue.Out_Error_FixLink
